,User-ID,ISBN,Book-Rating
585734,141491,0060930535,5
585757,141491,0345435168,8
585766,141491,0375500510,10
585767,141491,0375706771,8
585817,141491,0451410947,10
585868,141491,0842329218,4
585891,141493,0060505885,7
585902,141493,0060930535,6
585904,141493,0060964049,5
585918,141493,0064405842,9
585943,141493,0312195516,9
585949,141493,0312966806,8
585962,141493,0345436911,9
585964,141493,0345441265,8
585965,141493,0345445848,10
585994,141493,0385336179,10
586012,141493,0425150143,8
586041,141493,0440229499,9
586056,141493,0446604801,8
586112,141493,0671003755,7
586117,141493,067101420X,9
586132,141493,0671886665,8
586208,141493,0842329218,10
586209,141493,0842342702,10
586222,141493,0891075275,10
586230,141493,1400034779,9
586664,141710,0060173289,10
586666,141710,0060502258,10
586701,141710,0312144075,9
586702,141710,0312195516,9
586714,141710,0316780375,6
586717,141710,0316789089,8
586735,141710,0374199698,7
586736,141710,0375406530,8
586759,141710,0385474016,6
586760,141710,0385492081,8
586849,141710,0553271636,6
586854,141710,0553279912,6
586856,141710,0553284789,8
586898,141710,0679744398,10
586916,141710,0767905385,8
586955,141710,1400031354,7
586957,141710,1400034779,8
587530,141901,0060959037,10
587553,141901,0142000205,8
587595,141901,0375702709,10
587603,141901,0375758992,9
587608,141901,038082101X,10
587645,141901,0452282195,6
587682,141901,0679771476,9
587710,141901,0767905385,9
587785,141902,0316666343,10
587810,141902,0375706771,9
587813,141902,0380717018,8
587826,141902,0446672211,10
587857,141902,067169507X,10
587901,141902,0842329218,10
587950,141902,1576737330,10
588808,142121,0060930535,9
588809,142121,0060932759,10
588812,142121,0060987529,7
588831,142121,0312282990,10
588883,142121,0440498058,10
588886,142121,0441008534,10
588887,142121,0441009239,10
588888,142121,0441010512,10
588901,142121,0446672211,9
588932,142121,0609608444,9
588982,142121,1400031362,9
588983,142121,140003180X,7
589333,142256,006019491X,8
589375,142256,0380730138,7
589379,142256,0380789884,10
589392,142256,042518630X,8
589393,142256,0425192733,10
589413,142256,0446354732,9
589418,142256,0446604801,9
589429,142256,0452282152,9
589430,142256,0452282829,8
589445,142256,0553250531,8
589448,142256,0553260960,7
589460,142256,0671016768,10
589511,142256,1565122968,8
590026,142479,0060930535,10
590032,142479,0140077022,10
590040,142479,0142001821,7
590042,142479,0156006529,7
590050,142479,0312195516,9
590054,142479,0316601950,10
590056,142479,0316789844,7
590079,142479,0440217520,9
590091,142479,0679721886,9
590094,142479,0679776818,10
590098,142479,068487217X,9
590099,142479,0688177859,9
590112,142479,0971880107,4
590200,142524,0060391448,9
590201,142524,0060392452,8
590224,142524,0060934719,9
590237,142524,0060987103,9
590244,142524,0061044431,9
590384,142524,0312150601,9
590451,142524,0316780375,8
590474,142524,0345423402,8
590556,142524,0380789035,9
590619,142524,0385507593,8
590622,142524,0385720467,8
590624,142524,0385722435,8
590688,142524,0399145990,9
590721,142524,0439425220,9
590855,142524,055321313X,8
590873,142524,0553277472,9
590879,142524,0553283685,7
590953,142524,0670892963,4
591026,142524,0679412956,6
591032,142524,0679432477,10
591084,142524,0679886370,7
591154,142524,0743469801,7
591168,142524,0765341972,5
591200,142524,0802130208,8
591242,142524,0811811409,8
591264,142524,0812967240,8
591963,142715,0060008032,2
591970,142715,0316666343,7
591997,142715,0446672211,7
591999,142715,0451190491,10
592001,142715,0452282829,2
592018,142715,0688170528,9
592059,142745,0061092177,7
592063,142745,0099771519,6
592074,142745,0312291639,6
592079,142745,0375725784,6
592104,142745,0743225082,7
592109,142745,0804111359,3
592847,143163,0380817691,10
592880,143163,0451188454,10
592892,143163,0553296981,9
592906,143163,0671024094,10
592909,143163,0671038443,10
592911,143163,0671670689,9
592917,143163,0679734775,8
592918,143163,0679744398,10
592929,143163,0743437802,10
592936,143163,0786881852,9
593061,143175,0316666009,9
593062,143175,0316666343,10
593065,143175,0316789089,7
593186,143175,0373825013,8
593227,143175,0385335482,8
593249,143175,0425133516,9
593250,143175,0425133540,9
593252,143175,0425158632,10
593310,143175,0446610542,8
593360,143175,051512219X,9
593409,143175,0553801430,7
593490,143175,0684810395,6
593791,143211,0066214122,7
593800,143211,0345338588,9
593816,143211,0380710218,8
593863,143211,0446603589,7
593889,143211,0671021001,8
593914,143211,0767905180,7
593986,143253,0060256656,10
594112,143253,0312983298,9
594124,143253,0316666343,9
594158,143253,0373483503,8
594533,143253,0671443283,10
594549,143253,067164257X,10
594603,143253,0684814994,10
595082,143415,0140430725,3
595104,143415,0312282990,9
595124,143415,0345392825,9
595126,143415,0345423291,9
595140,143415,0375412824,9
595148,143415,037570485X,8
595196,143415,038542017X,9
595200,143415,0385498802,7
595265,143415,0440226104,8
595290,143415,0449907481,9
595295,143415,0449912558,10
595307,143415,0452281784,5
595378,143415,0679744398,10
595415,143415,0743454529,10
595508,143415,1931561648,9
596388,143837,0060927569,9
596395,143837,0312990456,10
596414,143837,0425154092,9
596421,143837,0439139600,10
596431,143837,0449003787,10
596434,143837,0449221482,10
596435,143837,0449223604,10
596448,143837,0553561618,8
596721,143964,084232920X,8
596722,143964,0842329218,10
596723,143964,0842329242,9
596724,143964,0842329250,8
596725,143964,0842329269,8
596727,143964,0842332251,9
596728,143964,084233226X,9
596732,143964,0894803204,9
596734,143964,1558745718,6
596739,143964,1576737330,10
596786,143968,0316284955,10
596793,143968,0374199698,9
596805,143968,0385335482,9
596840,143968,0679746048,9
596844,143968,0684814994,7
596863,143968,080411868X,9
596950,144038,0060916508,10
596954,144038,0060927569,9
596955,144038,0060930535,10
596958,144038,0060987529,10
596959,144038,0060988649,9
596967,144038,0312199430,10
596969,144038,0312305060,10
596972,144038,0345391810,9
596974,144038,0345418018,10
596978,144038,0375701907,10
596980,144038,038000321X,10
596985,144038,0440180295,10
596987,144038,0446675059,8
597000,144038,0679457526,7
597001,144038,0679723161,9
597008,144038,068487217X,9
597009,144038,0688177859,10
597878,144255,0060392452,8
597899,144255,0312195516,4
597904,144255,0316779423,8
597966,144255,0451188454,7
597972,144255,0452282152,7
598025,144255,1400034779,8
598213,144318,0312966091,9
598214,144318,0312966970,9
598216,144318,0312976275,9
598217,144318,0312980140,9
598219,144318,0312990456,9
598221,144318,0345413873,9
598224,144318,0345447867,9
598231,144318,0425135020,8
598248,144318,0515114693,8
598251,144318,0515126772,8
598254,144318,0553279912,8
598258,144318,0553294903,7
598261,144318,0553571818,8
598262,144318,0553582127,9
598263,144318,067100042X,8
598264,144318,0671001795,9
598265,144318,0671002481,9
598266,144318,0671036505,8
598480,144478,0345353145,5
598481,144478,034539657X,7
598487,144478,0425147517,8
598503,144478,0446606189,7
598513,144478,0553561618,7
598514,144478,0553564528,7
598603,144516,0060976845,5
598605,144516,0140244824,4
598608,144516,0316601950,5
598609,144516,0316781142,5
598611,144516,0345392825,5
598614,144516,0385265700,5
598658,144531,0060964049,9
598670,144531,0061097101,7
598687,144531,0312265867,9
598696,144531,0312966091,9
598697,144531,0312966970,9
598706,144531,0312980140,9
598708,144531,0312983271,7
598711,144531,0312990456,9
598718,144531,0316601950,8
598720,144531,0316666343,9
598773,144531,0373250126,7
598849,144531,0385336810,9
598936,144531,0440498058,8
599055,144531,0515121843,8
599065,144531,0515131229,9
599069,144531,055321313X,9
599093,144531,0671001795,9
599155,144531,0743237188,8
599177,144531,0767907817,8
599189,144531,080411868X,8
599234,144531,1551669498,8
599281,144555,0060932759,8
599307,144555,0316601950,10
599308,144555,0316666343,10
599309,144555,0316693294,7
599323,144555,0345439104,10
599334,144555,0380710218,10
599399,144555,0452282152,10
599443,144555,0671002481,10
600809,145165,0061009059,8
600884,145165,0413537900,6
600944,145165,0671729462,8
600998,145165,1400031354,8
600999,145165,1400031362,7
601000,145165,1400034779,8
601660,145449,0312265867,7
601661,145449,0312282990,8
601682,145449,0316284955,7
601712,145449,0375401601,6
601735,145449,0385474016,8
601815,145449,044661193X,7
601858,145449,055357695X,8
601867,145449,0609608444,10
601933,145449,0786866586,4
601955,145449,0805059555,7
602022,145449,1400031354,10
602024,145449,1400034779,10
603375,145641,0060173289,7
603379,145641,0060392452,8
603385,145641,0060930535,10
603391,145641,0061009059,10
603424,145641,0312205406,5
603436,145641,0316601950,6
603449,145641,0375706771,7
603466,145641,0385484518,10
603478,145641,0395083567,9
603492,145641,0440940001,5
603542,145641,0671001795,8
603543,145641,0671003755,8
603545,145641,0671027646,7
603793,145737,0312195516,5
603794,145737,0312199430,4
603798,145737,0316601950,7
603800,145737,0316781142,10
603802,145737,0345440765,8
603807,145737,0375703861,6
603827,145737,0688170528,6
604465,146113,0061009059,7
604522,146113,0312147015,8
604525,146113,0312195516,7
604537,146113,0312966970,8
604546,146113,0312976275,8
604609,146113,0375412530,6
604628,146113,0380718340,8
604730,146113,0439425220,10
604792,146113,0446610542,8
604853,146113,0515118656,8
604887,146113,0553280368,8
604897,146113,0553560247,9
604909,146113,0553574639,10
605007,146113,0671534718,6
605008,146113,0671568833,8
605082,146113,0740704818,8
605117,146113,0805059555,9
605627,146230,0061092606,9
605628,146230,0061092886,9
605645,146230,0312283709,10
605663,146230,0380702843,10
605675,146230,0380805995,8
605690,146230,0399144463,6
605699,146230,0440226104,10
605746,146230,0553292722,4
606387,146348,0385484518,10
606442,146348,0449223604,8
606476,146348,0553279912,7
606541,146348,0679442405,10
606545,146348,0679742298,10
606592,146348,0786867647,10
606597,146348,0804111359,10
606615,146348,0836218221,10
606619,146348,0836220889,10
606637,146348,0877733759,10
607513,146803,0312986343,8
607515,146803,0316284955,8
607532,146803,0345452550,8
607556,146803,0385497466,8
607559,146803,0385507593,8
607561,146803,0399143947,8
607624,146803,0553802496,9
607646,146803,0743224574,7
607660,146803,0805036377,7
607674,146803,1551668653,9
608121,147141,0060938455,5
608123,147141,0060987103,8
608168,147141,0316666343,6
608173,147141,0345313860,9
608197,147141,0380728133,7
608337,147141,0786881852,4
608660,147224,0345350472,8
608676,147224,0375412530,8
608677,147224,0375412824,8
608688,147224,0375758992,9
608692,147224,0385474016,8
608741,147224,0553211404,10
609031,147420,0316666343,9
609036,147420,0385484518,10
609042,147420,0446363251,10
609045,147420,0451205421,4
609050,147420,0684801523,10
609054,147420,0786869216,5
609092,147451,0060938455,8
609116,147451,0140131558,7
609212,147451,0375706771,8
609214,147451,0380728133,10
609220,147451,0380813815,10
609248,147451,0440183057,7
609260,147451,0441569595,6
609292,147451,0553377868,7
609329,147451,0684862719,10
609352,147451,0743457943,7
610486,147847,0061097101,9
610550,147847,0312955006,9
610719,147847,0375706771,5
610727,147847,0380600129,5
610729,147847,0380702843,5
610762,147847,0385484518,9
610838,147847,0440220424,9
610847,147847,0440225817,8
610881,147847,0446363251,5
611106,147847,0670865796,10
611125,147847,0671042556,9
611161,147847,0671693816,8
611173,147847,0671759345,9
611180,147847,0671867091,9
611189,147847,0671886665,5
611206,147847,0684872153,9
611249,147847,0786868619,10
611287,147847,0812570944,9
611423,147847,0971263906,10
611478,147847,1576737330,10
611870,147965,0553292722,6
611879,147965,0553583441,4
611889,147965,0671025333,8
611904,147965,0679720200,8
611946,147965,0871136791,10
611955,147965,0971880107,4
612662,148199,0385509510,4
612670,148199,0425133516,9
612673,148199,042516098X,7
612677,148199,0440217520,6
612742,148199,0679735909,9
612760,148199,0743422910,4
612861,148199,1592400876,7
613352,148263,0060987103,7
613356,148263,0316666343,7
613359,148263,0375706771,10
613360,148263,0375725849,9
613367,148263,0440220424,10
613383,148263,0786869216,7
613385,148263,080411868X,8
613781,148590,0061009059,9
613787,148590,0312099436,8
613791,148590,0312986343,6
613793,148590,0316782505,8
613796,148590,0375705198,8
613808,148590,0446675059,9
613812,148590,055356451X,9
613813,148590,0553564528,9
613818,148590,0553578685,9
613821,148590,0671568833,8
614095,148712,0449219461,7
614096,148712,0449221512,7
614102,148712,0553271636,7
614122,148712,0684814994,8
614132,148712,0805036377,8
614137,148712,0971880107,2
614218,148744,0060934417,8
614290,148744,0140254544,8
614375,148744,0312986343,8
614383,148744,0316666343,8
614402,148744,0345339681,8
614532,148744,0375700757,9
614572,148744,0380730138,8
614608,148744,0385265700,10
614678,148744,0399501487,9
614823,148744,0440407524,8
614827,148744,0440498058,9
614883,148744,0446519138,10
614944,148744,0449219461,8
615011,148744,0452264464,9
615026,148744,0515087122,8
615028,148744,0515090506,8
615029,148744,0515095826,8
615050,148744,0515129941,8
615089,148744,055321313X,7
615153,148744,0553574639,7
615223,148744,0670865796,10
615239,148744,0671024248,5
615365,148744,0684801469,8
615675,148744,1558744150,8
615679,148744,1558746226,10
616606,149069,0060502258,5
616667,149069,0385497466,10
616708,149069,0446606189,10
616726,149069,0515087122,10
616727,149069,0515093203,9
616729,149069,0515127396,10
616740,149069,0553279912,10
616768,149069,0671886665,10
616782,149069,0684853515,10
616789,149069,0740704818,8
617623,149483,0345339681,10
617624,149483,0345339703,10
617625,149483,0345339711,10
617626,149483,0345339738,10
617629,149483,0345353145,9
617635,149483,0441172717,10
617637,149483,0441790348,8
618041,149690,0316601950,8
618047,149690,0345368932,7
618071,149690,0399501487,7
618074,149690,0425171493,8
618085,149690,0441003257,7
618090,149690,0446394521,8
618093,149690,0449003795,7
618916,149908,0060920084,10
618919,149908,0060938455,8
619130,149908,0330267388,10
619193,149908,0345416260,1
619223,149908,0380728133,8
619225,149908,0380813815,8
619233,149908,0385507593,7
619265,149908,0446673544,8
619267,149908,0449221482,7
619268,149908,0449221512,8
619280,149908,0451196716,7
619281,149908,0451205421,7
619282,149908,0452281881,7
619306,149908,0553212478,8
619310,149908,0553280368,7
619311,149908,0553284789,7
619330,149908,0575400951,8
619354,149908,0684865742,7
619372,149908,0743222229,7
619459,149908,0802135196,6
619462,149908,0836218515,8
619625,149934,0061092606,8
619654,149934,0316781142,8
619666,149934,0373250126,8
619727,149934,0440225299,9
619764,149934,0449911004,7
619816,149934,0679771476,8
620159,150124,0310205719,10
620201,150124,0345339681,10
620603,150124,084232920X,10
620604,150124,0842329218,10
620605,150124,0842329242,10
620606,150124,0842329250,10
620608,150124,0842332251,10
620609,150124,084233226X,10
620610,150124,0842332278,10
620611,150124,0842332340,10
621566,150561,0312983271,7
621573,150561,0373218192,8
621582,150561,0373244487,7
621593,150561,0373484895,8
621604,150561,0425154092,9
621606,150561,042517736X,7
621607,150561,042518286X,8
621647,150561,0515132020,9
621648,150561,051513287X,9
621819,150661,0312966091,7
621820,150661,0312990456,8
621821,150661,0316666343,7
621822,150661,0345339681,9
621832,150661,0440498058,9
621840,150661,0671001795,8
621841,150661,0671708635,8
622161,150896,0060987529,7
622165,150896,0061054151,7
622180,150896,0140481346,4
622194,150896,0345339703,10
622246,150896,0553211404,9
622251,150896,0553213148,10
622269,150896,0684801523,6
622449,150968,0060505885,9
622483,150968,0156006529,7
622525,150968,0345442768,4
622595,150968,0399133143,5
622601,150968,0399149392,8
622632,150968,0440242002,8
622639,150968,0446515078,7
622803,150968,0679746048,7
623022,150979,0028604199,7
623033,150979,0060934417,9
623035,150979,0060987103,6
623064,150979,0316096199,9
623068,150979,0316168688,8
623085,150979,0375725784,7
623094,150979,0385265700,5
623097,150979,0385512104,8
623099,150979,0385730586,9
623128,150979,0439425220,10
623135,150979,0440219078,10
623140,150979,0440226104,6
623184,150979,0452282152,9
623195,150979,0553096060,8
623268,150979,0679746048,8
623333,150979,089480829X,7
623339,150979,1558531025,10
623350,150979,1576737330,6
623372,151002,0345446860,5
623382,151002,0440224780,5
623393,151002,0451409973,10
623397,151002,0671027662,9
623399,151002,0671568175,5
623406,151002,1565122968,9
623674,151101,0312291639,8
623675,151101,0312980140,8
623681,151101,0385335482,9
623682,151101,0385336179,6
623687,151101,0449003787,9
623695,151101,0515132268,9
623699,151101,0553578359,7
623988,151139,0140185216,7
623993,151139,0312983271,5
623994,151139,0316284955,3
623998,151139,0345438329,6
624000,151139,0373218036,5
624001,151139,0373218400,5
624002,151139,0373218486,5
624004,151139,0373484895,5
624012,151139,0385492081,9
624024,151139,0684803860,8
624025,151139,0688177751,4
624679,151537,0312966970,7
624687,151537,0312990456,7
624726,151537,0452282829,8
624748,151537,0743237188,6
624754,151537,0805019375,8
624755,151537,0805036377,8
625227,151653,0312990456,8
625229,151653,0373244487,8
625232,151653,0425191583,9
625234,151653,0515131229,9
625235,151653,0515132020,9
625237,151653,051513287X,9
625239,151653,0515135739,10
626825,152099,0345313860,9
626828,152099,0345335465,8
626834,152099,0380789035,10
626854,152099,0451191013,8
626868,152099,0671003755,9
626893,152099,0886773520,7
626982,152186,0312979096,9
626983,152186,0312983271,9
626984,152186,0312986343,8
626989,152186,0316666343,9
626994,152186,034538475X,8
627004,152186,0380817691,8
627008,152186,0399147195,8
627021,152186,0440180295,4
627031,152186,0440225817,7
627047,152186,0449219364,7
627100,152186,055356451X,8
627112,152186,0671021001,8
627126,152186,0671528904,9
627128,152186,067164257X,7
627150,152186,0743224574,6
628125,152409,0060930535,9
628127,152409,0312291639,9
628145,152409,0440226104,5
628150,152409,0553289691,8
628151,152409,0670892963,6
628154,152409,0679735909,7
628807,152579,0060930187,10
628810,152579,0062502182,8
628833,152579,0385484518,7
628852,152579,0671003755,8
628865,152579,0804111359,10
628869,152579,1400033543,8
629527,152946,0020442203,8
629532,152946,0028604199,7
629534,152946,0060934417,9
629551,152946,0142001430,8
629556,152946,0312195516,8
629564,152946,0316666343,9
629570,152946,0375504613,6
629580,152946,0385413041,6
629595,152946,0452282152,8
629600,152946,055321313X,10
629601,152946,0553213148,8
629603,152946,0553213695,6
629927,153054,0316168688,10
629985,153054,0553213695,8
629989,153054,0553294385,8
630021,153054,0812565959,9
630023,153054,0812575717,10
630025,153054,0812971043,9
630034,153054,1550548913,10
631031,153513,0060964049,8
631032,153513,0060987103,7
631058,153513,037540256X,5
631060,153513,0375706771,5
631066,153513,0385474016,7
631100,153513,0671021001,6
631115,153513,0679772677,9
631125,153513,0804111359,9
631982,153662,0060502258,10
632040,153662,0061009059,9
632637,153662,0316284955,9
632693,153662,0345339703,10
632744,153662,0345416260,10
632806,153662,0345465083,10
633344,153662,0373483503,9
633348,153662,0373483694,8
633353,153662,0373484224,9
633356,153662,0373484410,10
633634,153662,0375706771,9
633991,153662,0380820854,10
634051,153662,0385497466,5
634143,153662,0399149848,10
634195,153662,0425150984,10
634241,153662,0425178579,10
634249,153662,0425181464,10
634258,153662,0425183971,10
634261,153662,042518630X,10
634263,153662,0425189031,10
634272,153662,0425191583,10
634293,153662,0439139600,10
634350,153662,0440108268,10
634521,153662,0440241162,9
634553,153662,0440495962,10
634656,153662,0446394521,5
634666,153662,044652087X,10
634777,153662,0448095017,10
634880,153662,0451099648,10
634904,153662,0451169514,9
634958,153662,0451190556,10
635322,153662,0515114693,9
635348,153662,0515120006,9
635360,153662,0515121843,8
635361,153662,051512219X,9
635375,153662,0515124214,9
635398,153662,0515126772,9
635413,153662,0515128546,9
635414,153662,0515128554,9
635436,153662,0515131229,10
635442,153662,0515132020,9
635449,153662,051513287X,10
635470,153662,051513628X,10
635472,153662,0515136379,10
635473,153662,0515136530,10
635555,153662,055321313X,10
635556,153662,0553213148,9
635558,153662,0553213164,10
635560,153662,0553213180,9
635612,153662,0553277472,10
635649,153662,0553294903,10
635660,153662,0553299506,8
635743,153662,0553571885,10
636065,153662,0671001132,8
636092,153662,067101420X,9
636127,153662,0671027646,9
636287,153662,0671744216,10
636346,153662,0671868691,8
636369,153662,0671886665,10
636403,153662,0679751521,10
636439,153662,0684814994,10
636458,153662,0684862719,9
636697,153662,0765342987,10
636707,153662,0767907817,9
637295,153662,0842329242,9
637297,153662,0842332251,9
637298,153662,0842332278,9
637540,153662,0894803204,10
637570,153662,0920668372,9
637797,153662,1558744150,9
638107,153718,0312990456,9
638115,153718,0345423402,9
638126,153718,0373244487,8
638135,153718,0373483694,9
638137,153718,0373484224,7
638138,153718,0373484410,8
638140,153718,0373484895,8
638158,153718,0399149392,8
638164,153718,0425183971,10
638166,153718,0425189031,10
638171,153718,0439139600,10
638195,153718,0452282829,5
638205,153718,051511779X,8
638210,153718,0515121843,9
638213,153718,0515124214,9
638217,153718,0515128546,8
638218,153718,0515128554,8
638223,153718,0515133876,10
638261,153718,0671001795,10
638263,153718,0671023616,8
638292,153718,1573229571,7
638468,153797,0316284955,7
638469,153797,0316666343,8
638473,153797,0380703882,6
638478,153797,0385484518,8
638482,153797,0385511612,7
638504,153797,0671021001,6
638526,153797,0871136791,8
638964,154070,0060392452,8
638965,154070,0060502258,8
638969,154070,0312199430,9
638972,154070,0312979096,9
638974,154070,0316666343,8
638999,154070,0373218192,6
639000,154070,0373218397,7
639072,154070,0553583980,5
639076,154070,0671021001,8
639693,154345,0060934417,8
639695,154345,0061044431,8
639732,154345,0312275420,8
639735,154345,0312421273,7
639737,154345,0316734837,7
639756,154345,0452282152,6
639762,154345,0553289691,3
639767,154345,067091021X,7
640213,154469,0312983298,6
640220,154469,0373483503,6
640226,154469,0380789884,7
640231,154469,0399150897,10
640248,154469,0440225701,10
640259,154469,0446606189,10
640281,154469,0515118656,6
640289,154469,0553561618,10
640290,154469,0553571885,10
640320,154469,1558744592,10
641732,155014,0064400557,10
641742,155014,0312195516,10
641748,155014,0312979096,6
641756,155014,0345339711,10
641775,155014,0380710218,8
641780,155014,0380789035,5
641814,155014,0440404193,8
641842,155014,0449221490,7
641843,155014,0449221504,7
641888,155014,0553250426,10
641889,155014,0553250531,9
641900,155014,0553279556,10
641909,155014,0553568701,8
642321,155147,0028604199,6
642335,155147,0060934417,7
642348,155147,0064400557,7
642373,155147,0312195516,7
642446,155147,0385474016,7
642519,155147,0446672211,7
642563,155147,0553213148,8
642891,155219,0140254544,4
642925,155219,0345423291,8
642927,155219,0345438329,8
642948,155219,0375414053,8
642957,155219,037570485X,10
643002,155219,0446679364,7
643011,155219,0451409973,8
643097,155219,0767907817,10
644075,155580,0066214122,9
644077,155580,0312282990,7
644082,155580,0316666343,8
644084,155580,0316781142,9
644089,155580,0345447867,5
644097,155580,0385721420,10
644113,155580,0671003755,5
644343,155778,0060934417,10
644344,155778,0140186409,7
644346,155778,0312195516,9
644357,155778,0375414053,9
644370,155778,0553572040,10
644384,155778,1400031346,10
644606,155913,0060391448,8
644608,155913,0060987529,9
644609,155913,0060988649,6
644611,155913,0316779423,7
644617,155913,0393319296,8
644628,155913,0767905180,8
645215,156150,0060256656,10
645246,156150,0060920084,8
645343,156150,0142001430,9
645480,156150,0375414053,7
645499,156150,0375758992,10
645519,156150,0380718332,7
645520,156150,0380718340,8
645521,156150,0380721643,9
645523,156150,0380723638,7
645525,156150,0380725835,5
645599,156150,0399143947,9
645631,156150,0425178951,5
645699,156150,0440226104,6
645712,156150,0441172717,10
645735,156150,0446673544,5
645748,156150,0449208672,10
645838,156150,0517149257,5
645926,156150,067091021X,9
645954,156150,0671776975,7
645979,156150,0679746048,8
645990,156150,0684835959,7
646092,156150,0767902521,9
646627,156269,0061000043,8
646639,156269,0061099325,7
646769,156269,0380721643,8
646772,156269,0380723638,7
646774,156269,0380725827,6
646775,156269,0380725835,9
646806,156269,0385418493,8
646853,156269,0425178951,9
646866,156269,0425188787,8
646868,156269,0425189031,5
646881,156269,0440217520,9
646885,156269,0440224705,8
646917,156269,0449219364,7
646918,156269,0449219461,8
646922,156269,0449221482,9
646923,156269,0449221490,8
646924,156269,0449221504,7
646925,156269,0449221512,8
646927,156269,0449223604,8
646976,156269,0553278274,9
646977,156269,0553279556,7
646978,156269,0553279912,7
646980,156269,0553280368,7
646982,156269,0553284789,8
647100,156269,0805036504,8
647104,156269,0805059555,7
647216,156300,0380717018,10
647227,156300,0425121259,10
647230,156300,0425128164,10
647235,156300,0425136981,10
647236,156300,0425142485,10
647324,156300,0842329218,10
647325,156300,0842329242,10
647326,156300,0842329250,10
647615,156467,0312983271,10
647617,156467,0312983298,10
647657,156467,0380718340,10
647702,156467,0425150984,10
647706,156467,0425183971,10
647707,156467,042518630X,10
647708,156467,0425191583,5
647727,156467,0440241162,10
647731,156467,0446353957,10
647765,156467,0515126772,10
647766,156467,0515128546,10
647767,156467,0515128554,10
647771,156467,0515136530,7
647790,156467,0553583441,10
647792,156467,0553583980,10
647793,156467,067101420X,10
647839,156467,0804114609,10
647875,156467,1551668653,9
647878,156467,1551668912,10
647879,156467,1551668998,10
649688,157247,042517736X,2
649691,157247,042518286X,8
649762,157247,055356451X,7
649782,157247,0671025333,5
649789,157247,0671038443,9
649802,157247,0679735771,5
649803,157247,0679751521,2
650009,157273,0060392452,9
650033,157273,0060987529,6
650098,157273,0312205406,8
650103,157273,0312265867,8
650133,157273,0316666343,8
650197,157273,0345441265,8
650211,157273,0374199698,9
650215,157273,0375506276,6
650275,157273,0385335482,6
650308,157273,039914675X,7
650375,157273,0441000916,8
650378,157273,0441003257,10
650431,157273,0449003795,9
650440,157273,0449219461,8
650499,157273,0515127396,8
650528,157273,0553271636,8
650539,157273,0553284789,8
650790,157273,0812967240,8
650914,157273,1878424319,8
651733,157799,0316666343,9
651759,157799,0446672211,9
651769,157799,0451191013,9
651774,157799,0452264464,5
651791,157799,0671003755,8
651799,157799,0671695126,7
651807,157799,0684872153,9
651854,157811,0060392452,1
651855,157811,0060916508,10
651880,157811,0312205406,5
651950,157811,0679731725,10
651981,157811,0786866020,10
652044,157811,1592400876,10
652613,158226,0060932139,9
652619,158226,0061057649,9
652633,158226,0156001314,9
652651,158226,0380718340,6
652655,158226,0380789035,9
652658,158226,0385337116,8
652662,158226,0393312836,8
652666,158226,0440180295,7
652667,158226,0441003257,8
652704,158226,0553802496,8
652710,158226,0671038443,4
652714,158226,0679457313,7
652716,158226,0679760806,9
652749,158226,1563890119,9
652788,158226,1853261580,8
652829,158254,0060930535,9
652832,158254,0060959037,8
652869,158254,0345436911,9
652871,158254,0375703861,10
652873,158254,0375727132,8
652885,158254,0385335482,6
652939,158254,0679442405,10
652956,158254,0786885688,7
653167,158295,0061000175,7
653236,158295,0312966091,7
653239,158295,0312966970,7
653251,158295,0312990456,7
653253,158295,0316666343,7
653256,158295,0316693294,7
653260,158295,0345313860,8
653282,158295,0345386108,7
653341,158295,0380703882,6
653345,158295,0380717018,7
653350,158295,0380723638,6
653354,158295,0380725835,7
653356,158295,0380730847,7
653407,158295,0385335482,5
653418,158295,0399133143,6
653462,158295,0425132951,6
653471,158295,0425136981,6
653476,158295,0425140032,6
653498,158295,042516098X,6
653539,158295,042518630X,5
653650,158295,0449003795,7
653675,158295,0449219461,6
653794,158295,0515129941,5
653799,158295,0515131229,7
653801,158295,0515132020,7
653802,158295,051513287X,7
653821,158295,0553106643,8
653841,158295,0553271636,7
653849,158295,0553279556,7
653850,158295,0553280368,6
653857,158295,0553292722,6
653864,158295,0553299506,6
653869,158295,0553561618,7
653871,158295,055356451X,7
653872,158295,0553564528,7
653873,158295,0553569031,8
653880,158295,0553571818,7
653883,158295,0553571885,7
653886,158295,0553572202,6
653888,158295,0553572326,6
653894,158295,0553575538,8
653907,158295,0553579606,8
653908,158295,0553579983,7
653911,158295,0553582127,8
653916,158295,0553583468,8
653920,158295,0553801430,8
653922,158295,0553802496,8
653935,158295,0670839531,5
653944,158295,067101420X,5
653989,158295,0671867091,6
653992,158295,0671867172,5
653996,158295,0679405283,8
653997,158295,0679412956,8
654003,158295,0679454470,7
654009,158295,0684195976,7
654088,158295,0805019375,7
654090,158295,0805036377,6
654091,158295,0805036504,7
654092,158295,0805059555,6
654217,158295,1551667509,8
654263,158295,1880418568,8
654569,158433,0345353145,6
654571,158433,034538430X,6
654573,158433,0345386108,6
654574,158433,034539657X,6
654580,158433,0385492081,9
654588,158433,0425132951,7
654589,158433,0425133540,8
654590,158433,0425140032,7
654593,158433,0425147517,7
654594,158433,0425150143,8
654596,158433,0425161722,8
654642,158433,0553250426,8
654644,158433,0553274503,10
654652,158433,0671527215,9
654654,158433,0671776975,9
