book_a;book_b;count
0425179885;0345339703;3
0425179885;0441004520;3
0425147517;0425132951;3
0425179885;0425182886;3
0553576089;0671867091;3
0553278746;0345313860;3
0061099325;0671001795;3
0805019375;0449221482;3
0805063889;1400031354;3
0140077022;0553289691;3
0553277537;0385484518;3
055357695X;0425183971;3
0679735771;0316284955;3
0425147517;0684835959;3
055357695X;0553583441;3
044900371X;0804114609;3
0679735771;0316096199;3
0140077022;0971880107;3
044900371X;0316284955;3
044900371X;0316666343;3
0375411992;0345313860;3
0375411992;0316666343;3
0805019375;0553279556;3
0805019375;0553279912;3
0061099325;0553280368;3
0061099325;0553279556;3
0679735771;0061009059;3
0375411992;0679454470;3
0553278592;051511779X;3
0140077022;0688177859;3
0553278592;0515120006;3
0515134384;0440174643;3
044900371X;0385314698;3
044900371X;0385474016;3
0805063889;0385492081;3
0684815451;0380718340;3
0375401601;0451190521;3
0684815451;0440183057;3
0375401601;0375401598;3
0375401601;0385498721;3
0140186409;0684865742;3
0140186409;0804111359;3
0140186409;0684801523;3
0375401601;0670851086;3
0684815451;0312966091;3
0375401598;0515114693;3
0375401598;0671693816;3
0375401598;0375401601;3
0375401598;0679405283;3
0684815451;0671888587;3
014023828X;0312195516;3
0316735027;0385721420;3
0804111898;0804105820;3
0375401601;0312265867;3
0375401601;0679441018;3
0553574639;0061009059;3
0553574639;0312195516;3
0553574639;0312966806;3
0425147517;0345353145;3
0515135739;0440225701;3
0140186409;0060934417;3
0425147517;034538430X;3
037540256X;0684867621;3
0425147517;0345386108;3
0425180050;0425180964;3
0140185216;0688177751;3
0140185216;0767902890;3
0140186409;0312195516;3
0140186409;0441790348;3
0140186409;0441172717;3
0140186409;0451169530;3
0140186409;0452282152;3
037540256X;0061009059;3
037540256X;0312195516;3
0553579606;034541389X;3
042516098X;055356451X;3
042516098X;0553561618;3
042516098X;0553289411;3
0553277537;0060502258;3
0679735771;0671755064;3
0553278746;0064400557;3
0375504613;0060934417;3
0375504613;0060976845;3
0440495962;0671534734;3
1551667509;0316666343;3
1551667010;0515135739;3
0515133639;1400031354;3
0515133876;0345313860;3
155874424X;0449221512;3
0440495962;0671759345;3
0440495962;0671729462;3
155874424X;0451190521;3
0515133876;0375706771;3
0375414053;0767905180;3
0553578685;0684867621;3
0375414053;1400034779;3
0066214440;0316168688;3
0066214440;0316789089;3
0515133876;0312265867;3
155874424X;0446672211;3
0375504613;0061009059;3
0375504613;0140276904;3
0375504613;0312195516;3
155874424X;0061009059;3
0375504613;055321313X;3
0553579983;0312195516;3
0553579983;0345313860;3
0553579983;034538475X;3
1551668653;0515126772;3
1551668653;0515128554;3
080411918X;0316666343;3
1551668653;0425183971;3
155874424X;0312195516;3
0425158632;0425116840;3
0425158632;0425109720;3
0553579983;0553581554;3
0449003981;0312195516;3
0449003981;0312272057;3
0679772677;0060934417;3
0553579983;0671867091;3
1551668912;0316666343;3
0449003981;0316666343;3
0425158632;0425133540;3
1551668653;0515136530;3
080411918X;0316284955;3
0679772677;0385474016;3
0316734837;0440226104;3
0679772677;0316666343;3
0679772677;0312195516;3
1551667509;0553579983;3
0515133639;0375702709;3
0515133639;0441003745;3
155874424X;0312980140;3
1551668653;0312966806;3
1551668653;0312966970;3
1551668653;0312971125;3
0140077022;0312195516;3
0140077022;0060256672;3
0515134384;0060987529;3
0805019375;0399147195;3
0807083054;0316666343;3
0425172996;0553582747;3
0515133876;0380813815;3
0515134384;0061009059;3
0140077022;0375412530;3
0140077022;0312282990;3
0140077022;0345438329;3
0061099325;0826308791;3
0425172996;0451169530;3
0425172996;0440225701;3
0553277537;034538475X;3
0553578685;0061009059;3
0684801221;0060930535;3
0425169693;0440225701;3
0375413634;0060934417;3
0515133876;0441004520;3
0515133876;0441003257;3
0375414053;0312195516;3
0375414053;0385335482;3
0375414053;0385492081;3
0375414053;0440226104;3
0553578685;0440236738;3
0553578685;0312990456;3
0553578685;0312966091;3
0316734837;0671001795;3
0375413634;0312265867;3
0553578685;0312980140;3
0375413634;0316666343;3
0679886370;0316666343;3
0375413634;0374199698;3
0066214440;0440226104;3
1551667010;0440225701;3
0553578685;0380710218;3
0684801221;0060976845;3
0099771519;0316666343;3
0099771519;0385484518;3
0684801221;0877017883;3
0684801221;0553250426;3
1551667010;0312195516;3
0684801221;0345313860;3
0684801221;0316666343;3
1551667010;0316666343;3
0066214440;0871136791;3
0807083054;0345436911;3
0345339711;0345313860;3
0821769367;0373218036;3
0786890436;1558744150;3
0345339711;034538475X;3
0786890436;0842342702;3
0821769367;0373483503;3
0786890436;0894803204;3
0345416260;0452282829;3
0786915749;0345397819;3
0440236061;0553579606;3
0553262505;0441790348;3
0441009239;0380973650;3
0553285920;0316666343;3
0345339711;0312195516;3
0786890436;0842329242;3
0553285920;0380718340;3
0802130208;0312282990;3
0767902890;0553296981;3
0553212478;0440180295;3
0767902890;0684867621;3
0767902890;0679744398;3
0767902890;0679735909;3
0441009239;0316096199;3
0345416260;0060934417;3
0345416260;0142001430;3
0345416260;0385335482;3
0345416260;0385474016;3
0553375407;0060987103;3
0553375407;0064471101;3
0812971043;0380813815;3
0441009239;0312265867;3
0553212478;0345339738;3
0553212478;0345313860;3
0553212478;0316666343;3
0553348981;0671003755;3
0767902890;0871136791;3
0767902890;0786881852;3
0440236061;0743437802;3
0553348981;0452282152;3
0440236061;0440237262;3
0312955006;0385484518;3
0553348973;0671003755;3
0821769367;051513287X;3
0312955006;0380718332;3
0821769367;0515136530;3
0345339738;0553271636;3
0312955006;0440219078;3
0312955006;0440200989;3
0312955006;0425154092;3
0345339738;0553212478;3
0312955006;0312966970;3
0553348973;1400031354;3
0821769367;0515126772;3
0553348973;0449221482;3
0767907817;0060096195;3
0767905938;0743203631;3
0312955006;0671568175;3
0312955006;0671003755;3
0312983301;0671001795;3
0821769367;0553583441;3
0767905938;0312144075;3
0767905938;0060930535;3
0553348973;0670892963;3
0821769367;0425189031;3
0553285920;0553563521;3
0553348981;0316666343;3
0553260960;0553289411;3
0440236061;0385511612;3
0312421273;0375706771;3
0312421273;0345438329;3
0312421273;0446672211;3
0312421273;0812967240;3
0553285920;055357230X;3
0821769367;0440225701;3
0553348981;0060987529;3
0553260960;0609610597;3
0312421273;0316666343;3
0312421273;0312283709;3
0553285920;0553572326;3
0441005748;0767905180;3
0765341972;0060987529;3
0765341972;0060987103;3
0440207622;0373218192;3
0812967240;0446672211;3
0440207622;0316601950;3
0553210793;0684872153;3
0440207622;0064400042;3
0345425707;0060934417;3
0345425707;0060987103;3
0765341972;0061009059;3
0440207622;0439139600;3
0765341972;0380005239;3
0345423615;0441569595;3
0553382179;0375706771;3
0345423615;0553573403;3
0345423615;0618002219;3
0345425707;0385484518;3
0440204208;0743437802;3
0743469801;0802130208;3
0345425707;0312195516;3
0345425707;0312966970;3
0743469801;0743237188;3
0743469801;0743206061;3
0743469801;0679432477;3
0345425707;0345438329;3
0440204208;0836220889;3
0345425707;0375706410;3
0440207622;0440176484;3
0842332251;0310205719;3
0553211404;0385474016;3
0312272057;0449003981;3
0553211404;0345339681;3
0553211404;0316666343;3
0553382179;0060938455;3
0312272057;0671003755;3
0812967240;0671021001;3
0842329293;0842332278;3
0842329293;0842342702;3
0812967240;0671001795;3
0345423615;0312195516;3
0553211404;0312282990;3
0553382179;0060987529;3
0312272057;0345452550;3
0553382179;0316096199;3
0312272057;0345423291;3
0553382179;0316666343;3
0345423615;0316666343;3
0312272057;0385512104;3
0312272057;0385507607;3
0553211404;0060987529;3
0441008534;0060987529;3
0440204208;0671024108;3
0553210793;0440224705;3
0440204208;0345335465;3
0553210793;0440219078;3
0440204208;0312966091;3
0743457943;067101420X;3
0345433491;0446672211;3
0345433491;0449911004;3
0842332340;0842332278;3
0345433491;0452282152;3
0345433491;0452282829;3
0440204208;0345413873;3
0440204208;034541389X;3
0812967240;0345438329;3
0345433491;0375706771;3
0553210793;0440940001;3
0842342702;0060502258;3
0440202043;155874262X;3
0553210793;0385484518;3
0842342702;0345339681;3
0345433491;1400031354;3
0312205406;0060392452;3
0842342702;0345445848;3
0743457943;0375706771;3
0812967240;0316666343;3
0345434803;0345397819;3
0812967240;0312980140;3
0842342702;0316666343;3
0553210793;0425154092;3
0312205406;0385484518;3
0743457943;051513287X;3
0312205406;0671001795;3
0743457943;0515131229;3
0553210793;0399501487;3
0440202043;0515128554;3
0440202043;0515128546;3
0440202043;0451190572;3
0440202043;0451190556;3
0440202043;0451190548;3
0553382179;0887307876;3
0440204208;0515121495;3
0553210793;0553284789;3
0842332278;0842342702;3
0812967240;0375706771;3
0345425707;0553279912;3
0553210793;0553560247;3
0440204208;0553583441;3
0812967240;0385335482;3
0440204208;055357227X;3
0842332278;0375706771;3
0553382179;1592400876;3
0441005748;0441010512;3
0553212451;0446672211;3
0446394521;0060502258;3
044023669X;0316666343;3
0345422406;0060976845;3
0440216745;042516098X;3
0440216745;0385484518;3
0553212451;0449223604;3
0553212451;0449219364;3
0553375407;1400031354;3
0446394521;0060934417;3
0345422589;034538475X;3
0842329269;0312980140;3
0553377868;0380813815;3
0553377868;0385335482;3
0440216745;0142000205;3
0446394521;0060976845;3
0553377868;0060175966;3
0446394521;0312291639;3
0767902890;0140185216;3
0553375407;0375706771;3
0767902890;0060502258;3
0440216745;1931561648;3
0553375407;0385492081;3
0553375407;0385512104;3
0767902890;0312282990;3
0553212451;0894803204;3
0767902890;0316666343;3
0812971043;0316666343;3
0312283709;0671003755;3
0312283709;0446672211;3
0312283709;0385509510;3
0312283709;0385498802;3
0553212451;0553284789;3
0312283709;0375412530;3
0345422384;0345397819;3
044023669X;0142000205;3
0312283709;0312421273;3
0345418018;0385511612;3
0440216745;0743411269;3
0553375407;0440498058;3
0440216745;0684835983;3
0553375407;0553268449;3
0440216745;0553289411;3
0553375407;0553289691;3
0446387878;0671693816;3
0345423291;0446675059;3
0553212451;0312282990;3
0440212359;0385484518;3
0440212359;0385265700;3
0553212451;0312966970;3
0553212451;0312976275;3
0553212451;0316666343;3
0440212359;0142000205;3
0440212359;0140254544;3
0765342987;0345339703;3
0842329293;0345339681;3
0553211404;0553213180;3
0553211404;0553213164;3
0553211404;0553213148;3
0553211404;055321313X;3
0842329277;0842342702;3
0440212359;0375702709;3
0842329277;0553250426;3
0553212451;0060920084;3
0553377868;0440414806;3
0440212359;0671003755;3
0842329269;0553250531;3
0345423097;1558744150;3
0345423097;155874424X;3
0440212359;155874262X;3
0345423097;0312966970;3
0345423097;0316666343;3
0440212359;0743237188;3
0345423097;0446672211;3
0553377868;0679746048;3
0441008534;0441005748;3
0441008534;0441004520;3
0441008534;0441003745;3
0441008534;0441002935;3
0441172717;0441790348;3
0786866586;0312980140;3
0553292722;0553561618;3
0553292722;0553564528;3
0553292722;0515131229;3
0786866586;0425178579;3
0440225299;0553582127;3
0786866586;0385484518;3
0553292722;042518630X;3
0553213180;0312966970;3
0786866020;0877017883;3
0786866020;0811801802;3
0553213180;0312976275;3
0553292722;0671701231;3
0553292722;0553579606;3
0836218620;0618002219;3
0786866020;1592400876;3
0553292722;0385511612;3
0345378482;0439139600;3
0553213180;0553211404;3
0345378482;0425180638;3
0345378482;0425183971;3
0553213180;0439139600;3
0345378482;0440200989;3
0786866845;0449221512;3
0312979096;0375702709;3
0553213180;0553284789;3
0786866845;1558745017;3
0553289691;0671003755;3
0836218515;0671001795;3
0312979096;0553583441;3
0553213180;0671001795;3
0786866845;0671025333;3
0786866845;0671001795;3
0553292722;0060930535;3
0836218620;0060392452;3
0836218620;0345313860;3
0786866845;0375706771;3
0553289691;0804111359;3
0312979096;0312983271;3
0312979096;0312305060;3
0312979096;0312265867;3
0786866845;0312980140;3
0786866845;0312966091;3
0836218620;0836204387;3
0440224780;0515126772;3
0440224780;0515121843;3
0446322180;0020199600;3
0553213164;0446672211;3
0446322180;0060976845;3
0446322180;0060987529;3
0446322180;0061000027;3
0440224780;0515128554;3
0553213164;0553211404;3
0553293354;0553278746;3
0312971125;1551668653;3
0553293354;0553294385;3
0312983298;0061009059;3
0446322180;034541389X;3
0446322180;0345444884;3
0441172717;0345339703;3
0312983298;0061097861;3
0440224780;0440226104;3
0836220889;0345413873;3
0441172717;0345339738;3
0441172717;0345339711;3
0553213164;0345339711;3
034538430X;0425140032;3
034538430X;0425147517;3
034538430X;0425158594;3
0786866020;0399144463;3
034538430X;0553580191;3
034538430X;0553582747;3
0553293354;0441569595;3
0553293354;0345404475;3
0836218620;0836218221;3
0553213180;0064400557;3
0440225299;0380730847;3
0786866020;0679457526;3
0441172717;0399501487;3
0836218787;0618002219;3
0786866020;0312291639;3
0440224780;0671568175;3
0440224780;0671534718;3
0312979096;0743237188;3
0440225817;0553280368;3
055328942X;0553250426;3
0440225817;0515121495;3
0836217691;0345413903;3
0441569595;0345423615;3
0441569595;0375706771;3
0440225817;0449221482;3
0440225817;055357230X;3
0345354613;0345444884;3
0786869216;0786885688;3
0440225817;0671867091;3
0836218051;0312983271;3
0345354613;0345378482;3
0440225817;0449219461;3
0440225817;0425154092;3
0441569595;0399501487;3
0786868619;0452282195;3
0440225817;0380718332;3
055328942X;1400031354;3
0345354613;0679751521;3
0786868619;0446672211;3
0786868619;0671003755;3
0786868619;0767900383;3
0441569595;0380813815;3
0786868619;0679734775;3
0786868619;0671867091;3
0441569595;038549081X;3
0836218051;0061009059;3
0836217691;0811802981;3
0836217691;0877017883;3
0345362861;0842329242;3
0345362861;0842329250;3
0786867647;0786881852;3
0553234811;0312195516;3
0786867647;0743411323;3
0786868015;0670839531;3
0312979479;0399501487;3
0553289691;0446672211;3
0345368932;0345335465;3
0836218515;0399133143;3
0345362861;055321313X;3
0553289691;0385474547;3
0836218515;0312195516;3
0345362861;0671003755;3
0836218515;0316666343;3
0553289691;0553375407;3
0836218515;0451191013;3
0312979479;0374199698;3
0836218515;0449911004;3
0836218515;0061009059;3
0345362861;0064400557;3
0312979479;0767900383;3
0836204387;0836218620;3
0836218221;0836218620;3
0836218221;0836220889;3
0312979479;0679742298;3
0345362861;0440498058;3
0345362861;0440940001;3
0345362861;0448095017;3
0836204387;0920668372;3
0767907817;0373484224;3
0446353957;0804114609;3
0345404475;0684801523;3
0767915054;0671042572;3
0767915054;0671003755;3
0767915054;0553580191;3
084232920X;0310205719;3
0440221315;0375706771;3
0345404475;0553293354;3
0312983298;0684867621;3
0345404475;0671003755;3
0345404475;0802130208;3
0440221315;0316666343;3
0440221315;0312195516;3
0440221315;0373243790;3
0345404475;0971880107;3
084232920X;0345339681;3
084232920X;034538475X;3
0826308791;0385335482;3
0345404475;0345313860;3
0345404475;034538475X;3
0440221315;0440225701;3
0767916069;0385721420;3
0446353957;0380718340;3
0312983298;0515136530;3
0836221362;0439139600;3
0767916069;0446672211;3
0767916069;0385265700;3
0440221315;051513287X;3
0440221315;0515128554;3
0345404475;0440180295;3
0440221315;0515121843;3
0312983298;067101420X;3
0767916069;0380718332;3
0345404475;0385335482;3
0446353957;0515128546;3
0312983298;0553583441;3
0446353957;0515136379;3
0446353957;0515136530;3
0446354732;0671867091;3
0767913000;0439139600;3
0345409671;0399501487;3
0345409671;0425181685;3
0767913000;0385335830;3
0767913000;0380818973;3
0312961324;0385265700;3
0767913000;0373250134;3
034540761X;0765341972;3
0767913000;0312291639;3
0767913000;0060987103;3
0345409671;0670851086;3
0553299506;0894803204;3
0345409671;0345423402;3
0312961324;0451190521;3
0312961324;0451169530;3
0767914767;0312976275;3
0553299506;0553571885;3
084232920X;0786881852;3
0312983301;0312980140;3
0446354732;0553582127;3
0440220653;0440404193;3
0312961324;0425154092;3
0345413865;0553572202;3
0345413865;0553572326;3
0345413865;0671023616;3
0345413865;055357227X;3
0345413865;0553563521;3
0345413865;0316601950;3
0345413865;0345413881;3
0345413865;0380817691;3
0312961324;0312195516;3
0767907817;0515121843;3
0767907817;0515114693;3
0345413865;0553279912;3
034540761X;0743237188;3
0440220653;055357230X;3
0767914767;155874262X;3
0446354732;034538475X;3
0826308791;0061099325;3
0826308791;0061097853;3
0826308791;0061000043;3
0446354732;0440200989;3
034540761X;0425183971;3
034540761X;0439139600;3
0440229499;0671003755;3
034540761X;0440225701;3
0553299506;0316666343;3
0553299506;0345339703;3
0767914767;0385335881;3
034540761X;055356451X;3
034540761X;067100042X;3
0553299506;0515131229;3
0312961324;0452282195;3
0553299506;0515136379;3
0440221099;0061097101;3
0312961324;0684801523;3
0440221099;0446672211;3
0440221099;0385484518;3
0312961324;0684865742;3
0446354732;042518630X;3
0345386108;0425140032;3
0345386108;0425121259;3
0446322180;0440498058;3
0446322180;0440940001;3
0345386108;0425136981;3
0345348036;0684801523;3
0345386108;034539657X;3
0345386108;0425142485;3
0553294385;0553278223;3
0786862564;0375412824;3
0553294385;0451169530;3
0786862564;0399144463;3
0826308791;0671001795;3
0312983298;0373483503;3
0786862564;038533558X;3
0553294385;0440180295;3
0553294385;0441790348;3
0553294385;0451169514;3
0440224705;1558531025;3
0553294385;0553293354;3
0836220889;0618002219;3
0786862564;0061009059;3
0786862564;0316666343;3
0786862564;0312291639;3
0836220889;0425180638;3
0836220889;0439139600;3
0440224780;0380718340;3
0345348036;155874262X;3
0345350472;0312305060;3
0345397819;0786915749;3
0345348036;0316096199;3
0836221192;0345339703;3
0345392825;1878424319;3
0312966806;0446679364;3
034539657X;0345353145;3
034539657X;034538475X;3
034539657X;0345386108;3
034539657X;0425121259;3
034539657X;0425136981;3
0312966806;0553574639;3
0440224594;0684872153;3
0345392825;0671003755;3
0345348036;0345380371;3
0345348036;0345339681;3
0345392825;038542017X;3
0345392825;0385492081;3
0345392825;0399501487;3
0440224594;0891075275;3
0440224594;0767900383;3
034539657X;0425158594;3
0786808551;0312195516;3
0345397819;0345434803;3
0446353957;0312966970;3
0767916069;0671003755;3
0446353957;0316666343;3
0345397819;0679441018;3
0345397819;0345422384;3
0440224594;0375700757;3
0440224594;0316666343;3
0440224594;0316096199;3
0312966806;0345445848;3
0440224594;0060930535;3
0312966806;0316666343;3
0312966806;0316601950;3
0312966806;0312980140;3
0312966806;0312195516;3
0312966806;0060987103;3
0345397819;0345339738;3
0440224705;0451188454;3
0440224705;0449221490;3
0440224705;0449219364;3
0440224705;0553210793;3
0786861347;0385484518;3
0345348036;0345445848;3
0440224705;0312265867;3
0345391810;0312305060;3
0440224705;0425154092;3
0440224705;0380725827;3
0345434803;0553250426;3
0811825558;0441004520;3
0688177859;0385265700;3
0140481389;0553210092;3
0517149257;0767902521;3
044661193X;0380973650;3
0688177859;0312305060;3
0141301155;0671003755;3
0688177859;0142001821;3
0141301155;0786881852;3
0141301155;0679751521;3
0141301155;0679744398;3
0740704818;0060502258;3
0553571885;1558744150;3
0740704818;0316168688;3
0740704818;0312980140;3
044661193X;0060987103;3
044661193X;0060987529;3
0740704818;0312195516;3
0440241413;0446672211;3
0740704818;0061009059;3
0804108749;0842329218;3
0804108749;0688177751;3
0740704818;0345441265;3
0553571885;0553582526;3
0517556278;0452264464;3
0740704818;0375412530;3
0804108749;1400031354;3
0345314255;0345317580;3
0553572040;0380718340;3
0553572040;0385335830;3
044661193X;0312966970;3
044661193X;0312976275;3
044661193X;0312980140;3
0553572040;0385484518;3
0688177859;0684865742;3
0811825558;0449221482;3
0553572040;014038572X;3
0553572040;0312195516;3
0517556278;0345313860;3
0345314255;0345339681;3
0688177859;0140077022;3
0894808249;0312305060;3
0553572202;0316666343;3
0141301155;034541389X;3
0141301155;0060256672;3
0553572202;0345413865;3
0553572202;034541389X;3
0811825558;0385199570;3
0141301155;0345339681;3
0894808249;0061097861;3
0140481389;0671003755;3
0425188787;055357230X;3
0425188787;0671001795;3
0553571885;0553572326;3
0887307876;0452282829;3
0345318854;0061009059;3
0553569155;0671864173;3
0525947299;038533558X;3
0553569155;0553284789;3
0525947299;0385511612;3
0553569155;0671011375;3
0142000663;0553296981;3
0142000663;0553250426;3
0525947299;0312265867;3
0887307876;0553382179;3
0553569155;0684853507;3
0142000663;0679723161;3
0525947299;0553801430;3
0525947299;0553801376;3
0887307876;0345438329;3
0743206061;0375412530;3
0743206061;0385484518;3
0345318854;034538475X;3
0743206061;0399149848;3
0525947299;0671021001;3
0345318854;0345338588;3
0743206061;0373218192;3
0811825558;0877017883;3
0887307876;0439139600;3
0425192733;0440414806;3
0345318854;0345313860;3
0743206061;0345423291;3
0553569155;0440219078;3
0553569155;0440225701;3
0425192733;0767905180;3
0743206061;0312966091;3
0553569155;0441790348;3
0743206061;0312305060;3
0743206061;0312265867;3
0142000663;0446672211;3
0891075275;0842329218;3
0553571818;0553582127;3
0425190641;0385337639;3
0345314255;0812513738;3
0811825558;0553284789;3
0440241413;0385336810;3
0811825558;0553279556;3
0740723367;0380718340;3
0345316509;0316666343;3
0345314255;0812551486;3
0887307876;0971880107;3
0887307876;1400031354;3
0142000663;0312195516;3
0142000663;0156001314;3
0887307876;1592400876;3
0142000663;0399501487;3
0553569155;1558744150;3
0887307876;0786881852;3
0345317580;0345314255;3
0891075275;0440224594;3
0140481389;0553271636;3
0743457943;0312305060;3
014038572X;0345445848;3
014038572X;0345435168;3
014038572X;0385335881;3
0553274503;0441003257;3
0811811409;0679734775;3
0440404193;0440220653;3
0440404193;0399501487;3
0811811409;0684801523;3
014038572X;0316666343;3
014038572X;0312966970;3
014038572X;0312195516;3
014038572X;0553572040;3
014038572X;0553296981;3
0553274503;0385722435;3
0811811409;0804111359;3
0425185710;0385492081;3
0425185710;0842329242;3
0553274503;0399501487;3
0811811409;055321313X;3
0140280464;0679426159;3
0553274503;0671003755;3
0440404193;0671534734;3
0553274503;0767905385;3
0811811409;0449219364;3
0140280464;0452282829;3
0140280464;0449911004;3
0804109729;0684801523;3
0440404193;055321313X;3
0140440046;0440940001;3
0140440046;0440219078;3
0688163173;0375412530;3
089480829X;0345438329;3
0140440046;034541389X;3
0140440046;0345313860;3
089480829X;0385484518;3
0688163173;0525947299;3
089480829X;0060502258;3
089480829X;0452282152;3
068487217X;0312195516;3
0373250118;0385730586;3
068487217X;0446672211;3
0373250118;0060008032;3
068487217X;0316666343;3
0140440046;0671003755;3
0425188787;0440498058;3
0140481389;0316666343;3
0425188787;0440217520;3
0446613436;0316666343;3
0688170528;0743203631;3
0688170528;0684801523;3
0688170528;0679746048;3
0140481389;0399501487;3
0140481346;0684801523;3
0446613436;0385484518;3
0140481346;0440414806;3
0140481346;0385335881;3
0929634063;0316666343;3
0140386645;0316666343;3
0140386645;0316284955;3
0140386645;0316096199;3
0140386645;0312195516;3
0920668372;0836204387;3
0140386645;0064405842;3
0140386645;0060987529;3
0140386645;0060987103;3
0373250134;0385335482;3
0971263906;0375706771;3
0373250134;0609807900;3
0804109729;0451169530;3
0373250134;0767913000;3
0929634063;0452282152;3
0373250134;0373250126;3
0920668372;0316666343;3
0373250126;0312291639;3
0920668372;0345444884;3
0373250126;0312980140;3
0373250126;0316601950;3
0373250126;0345353145;3
0140386645;0679751521;3
0446613436;0684867621;3
0140430016;0385335482;3
0811825558;0312195516;3
0920668372;0060502258;3
0140386645;0679734775;3
0811825558;0060938455;3
0373250134;0316666343;3
0920668372;0515131229;3
0440404193;0060502258;3
0804102988;1400031354;3
0345335465;055321313X;3
0553280945;0316601950;3
0345335465;0451191013;3
0345335465;0441790348;3
0345335465;0440204208;3
0553210092;0441004520;3
0804102988;0060987103;3
0553210092;0446606189;3
0743437802;034541389X;3
0743437802;0345413873;3
0553210092;0399501487;3
0812551486;0886777844;3
0743437802;0312265867;3
0553563521;0553572202;3
0553563521;0553568701;3
0446530387;0312265867;3
0553563521;0553279912;3
0553563521;0553285920;3
0446530387;0345452534;3
0312150601;0671003755;3
0441005241;0441009239;3
0345338588;0345318854;3
0812570944;0385335482;3
0553210092;0451190521;3
0345339495;0064400042;3
0743437802;0446606189;3
0743437802;0446605484;3
0743437802;0446604801;3
0553283685;0345339738;3
0440236738;038533656X;3
0553283685;0060392452;3
0743437802;0440204208;3
0812570944;0316601950;3
0553280945;0609610597;3
0553280945;0553579606;3
0440236738;0688177751;3
0440236738;0786885688;3
0812565959;0812509250;3
044652087X;1558744150;3
0743437802;0440236061;3
0440236738;0553213148;3
0553280945;0971880107;3
0553280945;0679751521;3
0553210092;0061009059;3
0553210092;0064400042;3
0440237262;0451207521;3
0312147015;0446672211;3
0553801376;0525947299;3
0440237262;0440236061;3
0553210092;0140481389;3
0440237262;0446606189;3
0312147015;0553280368;3
0312147015;0385265700;3
0345440765;0060987103;3
0345440765;0316666343;3
0312147015;0312976275;3
0553148001;0553289411;3
0804105820;0446672211;3
0446603589;0380710218;3
0345325818;0618002219;3
0446603589;0385484518;3
0553148001;0609610597;3
0446603589;0385511612;3
0312150601;0375705856;3
0312150601;0060934417;3
0804105820;0316666343;3
0312150601;0060392452;3
0804105820;034538475X;3
0812551486;0345314255;3
0312150601;0060987103;3
0312150601;0375703764;3
0804105820;0312265867;3
0312150601;0061009059;3
0446603589;0066214122;3
0804105820;0385265700;3
0312147015;0671568833;3
0446603589;0142001821;3
0446603589;0312195516;3
0345335465;0345368932;3
0345335465;0345362861;3
0345335465;0345339495;3
0440200989;0345313860;3
044652087X;051512219X;3
0312199430;0061097101;3
044652087X;0515126772;3
044652087X;0515128554;3
0440200989;0345378482;3
0312199430;0060987529;3
0312199430;0060502258;3
0440200989;0380718332;3
0553561618;042516098X;3
044652087X;0446672211;3
0312199430;0316284955;3
0553561618;0439139600;3
0345339495;0671003755;3
0345339495;0609610597;3
0345339495;055321313X;3
0802132758;0316666343;3
044023669X;0671888587;3
0553561618;0440225701;3
0553210793;0140185216;3
044652087X;0375706771;3
044652087X;0380820854;3
0312199430;0446675059;3
0743457943;0060938455;3
0743457943;0060502258;3
0345435028;0060976845;3
044652087X;0312195516;3
0345435028;0345465083;3
0345435028;0446675059;3
0440183057;0380718340;3
0440183057;0380718332;3
0440183057;0446672211;3
0743437802;055357230X;3
0345436911;0440414806;3
0345436911;0446672211;3
0345339495;0345335465;3
0441005241;0515131229;3
0345339495;0064407055;3
0345436911;1400034779;3
0553563521;0345413865;3
0345436911;0842329218;3
0345339495;0380710218;3
0440183057;0312966970;3
0553563521;0316666343;3
0345339495;0439139600;3
0440183057;0449221512;3
0440183057;0684815451;3
0812575717;0345339681;3
0440183057;0671888587;3
0440183057;0671004549;3
0142004278;0373484410;3
0142004278;0345445848;3
0345452534;0316666009;3
0440127793;0060938455;3
0142004278;0312986343;3
0440127793;0060391626;3
0345452534;0446530387;3
0142004278;0312265867;3
0440108268;1558744150;3
0142004278;0142000205;3
0345452534;0515136379;3
0345452534;0061009059;3
0345450892;0767905180;3
0440127793;0385722435;3
034545104X;0316666343;3
0142004278;0385265700;3
0743225422;0316601950;3
0142004278;0380813815;3
0743224574;0385337116;3
0345452534;0553800973;3
0142004278;0061031550;3
0345452550;0345444884;3
0345452550;0380730847;3
0142001821;0688177859;3
0142001821;0688177751;3
0345452550;0385512104;3
0345452550;0399147195;3
0880381736;0812513738;3
0439425220;0312976275;3
0142004278;0060987103;3
0345452534;0871136791;3
0345452550;0060194448;3
0142001821;1400031354;3
0345452550;0312195516;3
0345452550;0312265867;3
0345452550;0312272057;3
0812513738;0345313151;3
0877733759;0811802981;3
0553568701;0446672211;3
0345447867;0316666343;3
0345318854;0452282152;3
0345447867;0553560247;3
0345446860;0452282829;3
0812513738;0345314255;3
0345446860;0142000205;3
0345446860;0375702709;3
0440127793;0679734775;3
0877733759;0452282152;3
0440237688;044048474X;3
0812509250;0812565959;3
0440237688;0971880107;3
0345447867;0671001795;3
0345447867;0671016768;3
0553568701;0553563521;3
0553568701;0553572202;3
0553568701;0553572326;3
0440127793;0441003257;3
0142001821;0671001795;3
0439425220;0060987103;3
0440127793;0786890436;3
0553569155;0345386108;3
0142001805;0452282152;3
0886777844;0515134384;3
